Export Page Cols:,O2,O3,O4,Temp Adj ROI,Temp Adj ROI SD,Temp Adj Max,Temp Adj Max SD,Max eV,Max eV SD,Energy (mJ),Energy (mJ) SD,Energy Adjusted Max,Lineout Integrated,Lineout Integrated SD,,,,,,,,,,,,,,,,,,,,,22.3930474,0.24,192.8794427,0.24,,,,,,,,,0.00655355,,,,,,,,,,,,,NORMALIZED ENERGY,NORMALIZED FLUX
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.00,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SN,Temp (C),TimeStamp,Mean ROI,Max ROI,Energy,BG Subtracted Value,BG Raw Value,Integrated under Lineout,TL Motor SN,TL Foc,TL Trans,Energy SN,Energy (J),Centroid SRSI,,Dazz SN,Delay,Ordern 2,Order 3,Order 4,,,,,,Temp,Standard Dev (SD),ROI Mean,Standard Dev (SD),ROI Max,Standard Dev (SD),MeV at Max,Standard Dev (SD),BG Side Mean,Standard Dev (SD),BG Side Mean Raw,Standard Dev (SD),Integral Under Lineout,Standard Dev (SD),Standard Dev (SD),Standard Dev (SD),TFoc (mm),Standard Dev (SD),TTrans (mm),Standard Dev (SD),"Energy (mJ, uncal)",Standard Dev (SD),Del,Standard Dev (SD),O2,Standard Dev (SD),O3,Standard Dev (SD),O4,Standard Dev (SD),Reps per setting,Centroid SRSI,Centroid SRSI SD,,
,174598,69,14:56:36,41.60259529,92.62496508,1.129138,14.75503492,185.2414349,95834.15458,174598,18.44997668,2.399982509,174598,0.005204250324,803.8253165,,174598,4400,35200,11000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174597,69,14:56:33,22.89421354,52.78366667,1.045498,14.95633333,185.4427333,52735.71433,174597,18.44997668,2.399982509,174597,0.00509865631,803.5903499,,174597,4400,35200,11000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174596,69,14:56:31,14.83059563,39.12205397,0.601348,14.75794603,185.244346,34159.14029,174596,18.44997668,2.399982509,174596,0.005359445232,803.9858727,,174596,4400,35200,11000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174595,69,14:56:28,31.08759137,73.50635873,0.78805,15.01364127,185.5000413,71610.49416,174595,18.44997668,2.399982509,174595,0.005332006971,803.7832062,,174595,4400,35200,11000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174594,69,14:56:26,44.30461642,87.47318413,0.914098,14.82681587,185.3132159,102055.733,174594,18.44997668,2.399982509,174594,0.004817020942,803.8082137,,174594,4400,35400,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174593,69,14:56:23,40.95905804,90.96726984,0.98645,14.85273016,185.3391302,94352.75244,174593,18.44997668,2.399982509,174593,0.004751278773,803.8459596,,174593,4400,35400,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174592,69,14:56:21,28.52658447,62.8245619,0.975922,14.8954381,185.3818381,65711.66607,174592,18.44997668,2.399982509,174592,0.004859172849,806.9033928,,174592,4400,35400,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174591,69,14:56:18,15.2762624,41.49801587,0.564602,14.72198413,185.2083841,35186.39056,174591,18.44997668,2.399982509,174591,0.004671764572,806.6660273,,174591,4400,35400,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174590,69,14:56:16,8.84165625,27.37344444,0.55705,14.64655556,185.1329556,20362.47256,174590,18.44997668,2.399982509,174590,0.004753488936,806.9213902,,174590,4400,35400,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174589,69,14:56:13,28.53922768,68.54434921,1.018418,14.89565079,185.3820508,65741.68622,174589,18.44997668,2.399982509,174589,0.004947471052,806.864596,,174589,4400,35000,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174588,69,14:56:11,48.48374563,102.9003429,0.899002,14.87965714,185.3660571,111686.6396,174588,18.44997668,2.399982509,174588,0.005080292952,806.2355381,,174588,4400,35000,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174587,69,14:56:08,34.33593403,73.44188889,1.061938,14.65811111,185.1445111,79093.55011,174587,18.44997668,2.399982509,174587,0.004837500194,806.2725886,,174587,4400,35000,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174586,69,14:56:06,41.60097708,91.39057778,1.034618,14.70942222,185.1958222,95831.07062,174586,18.44997668,2.399982509,174586,0.00501038417,806.8515477,,174586,4400,35000,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174585,69,14:56:03,30.00282966,66.39163175,0.929338,14.86836825,185.3547683,69111.46791,174585,18.44997668,2.399982509,174585,0.004827512696,806.7152988,,174585,4400,35000,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174584,69,14:56:01,21.68731533,54.23346984,0.840058,14.60653016,185.0929302,49956.15104,174584,18.44997668,2.399982509,174584,0.005029107779,798.6663995,,174584,4400,34600,-9000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174583,69,14:55:58,11.04736989,30.09862857,0.545842,14.52137143,185.0077714,25443.5716,174583,18.44997668,2.399982509,174583,0.005035001478,798.4976604,,174583,4400,34600,-9000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174582,69,14:55:56,23.9916624,60.28008254,1.021108,14.57991746,185.0663175,55263.50009,174582,18.44997668,2.399982509,174582,0.005367565042,798.0802184,,174582,4400,34600,-9000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174581,69,14:55:53,7.423406647,24.60040317,0.471418,14.73959683,185.2259968,17095.63851,174581,18.44997668,2.399982509,174581,0.00540977049,798.0804741,,174581,4400,34600,-9000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174580,69,14:55:51,14.89013844,42.95728254,0.627322,14.68271746,185.1691175,34296.50169,174580,18.44997668,2.399982509,174580,0.00501871055,798.0549599,,174580,4400,34600,-9000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174579,69,14:55:48,16.26014692,44.29780317,0.74245,14.66219683,185.1485968,37452.02071,174579,18.44997668,2.399982509,174579,0.005095214569,798.4462949,,174579,4400,34900,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174578,69,14:55:46,16.34771696,42.2345746,0.579898,14.7254254,185.2118254,37654.60531,174578,18.44997668,2.399982509,174578,0.005226693238,797.7481918,,174578,4400,34900,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174577,69,14:55:43,5.518035367,20.71519683,0.629348,14.58480317,185.0712032,12706.14829,174577,18.44997668,2.399982509,174577,0.005087856312,797.8320729,,174577,4400,34900,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174576,69,14:55:41,27.28484945,70.3905873,0.619258,14.6494127,185.1358127,62850.90256,174576,18.44997668,2.399982509,174576,0.00504493943,799.0882418,,174576,4400,34900,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174575,69,14:55:38,17.79857684,46.97882857,1.050962,14.62117143,185.1075714,40995.4122,174575,18.44997668,2.399982509,174575,0.00525837484,799.0714576,,174575,4400,34900,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174574,69,14:55:36,15.3351251,40.70562857,0.629348,14.55437143,185.0407714,35322.3726,174574,18.44997668,2.399982509,174574,0.004994206967,799.1315397,,174574,4400,34700,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174573,69,14:55:33,12.89200645,37.52063492,0.607282,14.51936508,185.0057651,29692.22222,174573,18.44997668,2.399982509,174573,0.005090695748,798.8375354,,174573,4400,34700,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174572,69,14:55:31,12.8073749,35.68770476,0.534778,14.47229524,184.9586952,29497.50407,174572,18.44997668,2.399982509,174572,0.00511429337,798.4123501,,174572,4400,34700,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174571,69,14:55:28,9.51260744,29.68863175,0.591538,14.51136825,184.9977683,21908.07891,174571,18.44997668,2.399982509,174571,0.005037277036,798.6635995,,174571,4400,34700,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174570,69,14:55:26,6.558984276,23.42192698,0.623282,14.67807302,185.164473,15104.59784,174570,18.44997668,2.399982509,174570,0.005344010106,798.6140574,,174570,4400,34700,7000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174569,69,14:55:23,28.92297188,62.4118,1.134842,14.5082,184.9946,66623.6554,174569,18.44997668,2.399982509,174569,0.00391681955,798.8411817,,174569,4400,35100,7000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174568,69,14:55:21,27.50648686,64.30126984,1.010372,14.49873016,184.9851302,63360.76444,174568,18.44997668,2.399982509,174568,0.003954634461,798.9167967,,174568,4400,35100,7000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174567,69,14:55:18,38.08058839,81.93772381,1.106482,14.78227619,185.2686762,87719.39793,174567,18.44997668,2.399982509,174567,0.004113069586,799.2601307,,174567,4400,35100,7000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174566,69,14:55:16,43.97236488,102.0745524,0.949882,14.64544762,185.1318476,101294.2041,174566,18.44997668,2.399982509,174566,0.004244344048,798.4239957,,174566,4400,35100,7000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174565,69,14:55:13,39.73566329,92.0789619,0.891508,14.5610381,185.0474381,91533.51927,174565,18.44997668,2.399982509,174565,0.003863402796,798.5598162,,174565,4400,35100,7000,-4450000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174564,69,14:55:11,12.06217173,34.97305714,0.729082,14.48694286,184.9733429,27781.0706,174564,18.44997668,2.399982509,174564,0.005299551828,798.5693835,,174564,4400,34600,-1000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174563,69,14:55:08,9.034084921,30.38950159,0.63545,14.41049841,184.8968984,20805.51216,174563,18.44997668,2.399982509,174563,0.004993674281,798.3723178,,174563,4400,34600,-1000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174562,69,14:55:06,11.37573958,33.621,1.06745,14.459,184.9454,26201.283,174562,18.44997668,2.399982509,174562,0.005226632687,799.0601807,,174562,4400,34600,-1000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174561,69,14:55:03,4.612739435,19.58616825,0.509522,14.39383175,184.8802317,10619.48549,174561,18.44997668,2.399982509,174561,0.005278621009,798.3286983,,174561,4400,34600,-1000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174560,69,14:55:01,15.75115833,42.07886667,0.607282,14.56113333,185.0475333,36279.70993,174560,18.44997668,2.399982509,174560,0.00536153999,800.7092971,,174560,4400,34600,-1000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174559,69,14:54:58,15.6852186,44.11416825,0.670708,14.46583175,184.9522317,36127.62949,174559,18.44997668,2.399982509,174559,0.003003456623,800.4613978,,174559,4400,35200,11000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174558,69,14:54:56,21.64118274,53.00649524,0.894002,14.45350476,184.9399048,49849.53853,174558,18.44997668,2.399982509,174558,0.002806168374,800.6296376,,174558,4400,35200,11000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174557,69,14:54:53,40.56302044,93.79048571,0.955058,14.50951429,184.9959143,93439.2886,174557,18.44997668,2.399982509,174557,0.003086011139,801.1010958,,174557,4400,35200,11000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174556,69,14:54:51,42.74040719,94.81374921,0.69845,14.62625079,185.1126508,98455.61442,174556,18.44997668,2.399982509,174556,0.003048841122,800.4514647,,174556,4400,35200,11000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174555,69,14:54:48,34.70394608,72.28492698,0.899002,14.35507302,184.841473,79941.01684,174555,18.44997668,2.399982509,174555,0.003143223465,800.8407388,,174555,4400,35200,11000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174554,69,14:54:46,8.926863839,28.0331746,0.52025,14.5668254,185.0532254,20558.38111,174554,18.44997668,2.399982509,174554,0.005044003964,801.0261279,,174554,4400,34700,19000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174553,69,14:54:43,8.982826786,30.6036254,0.6053,14.3563746,184.8427746,20687.03929,174553,18.44997668,2.399982509,174553,0.00496991625,801.1342879,,174553,4400,34700,19000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174552,69,14:54:41,9.676486954,29.61545397,0.61525,14.28454603,184.770946,22285.71049,174552,18.44997668,2.399982509,174552,0.00480044369,802.7805395,,174552,4400,34700,19000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174551,69,14:54:38,16.08186091,44.23252063,0.5477,14.48747937,184.9738794,37041.56502,174551,18.44997668,2.399982509,174551,0.004961185947,803.2649476,,174551,4400,34700,19000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174550,69,14:54:36,7.856404464,24.97301905,0.52025,14.44698095,184.933381,18092.26287,174550,18.44997668,2.399982509,174550,0.00478893528,803.089584,,174550,4400,34700,19000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174549,69,14:54:33,38.14819157,81.42754921,0.899002,14.35245079,184.8388508,87877.09582,174549,18.44997668,2.399982509,174549,0.004835654317,803.1107918,,174549,4400,35200,27000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174548,69,14:54:31,34.63391354,83.48697778,0.970682,14.37302222,184.8594222,79780.52982,174548,18.44997668,2.399982509,174548,0.004944073485,803.4399892,,174548,4400,35200,27000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174547,69,14:54:28,26.09123968,63.11429524,0.830458,14.22570476,184.7121048,60100.30193,174547,18.44997668,2.399982509,174547,0.004807471864,802.996949,,174547,4400,35200,27000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174546,69,14:54:26,22.00757738,53.40806349,0.939578,14.21193651,184.6983365,50694.17022,174546,18.44997668,2.399982509,174546,0.004739549258,802.8610497,,174546,4400,35200,27000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174545,69,14:54:23,27.10739117,66.00612381,0.718052,14.39387619,184.8802762,62441.41313,174545,18.44997668,2.399982509,174545,0.004889521382,803.3624537,,174545,4400,35200,27000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174544,69,14:54:21,21.54691429,53.27246984,0.975922,14.44753016,184.9339302,49632.11804,174544,18.44997668,2.399982509,174544,0.003216026103,805.3257036,,174544,4400,34900,-21000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174543,69,14:54:18,29.33679588,65.36649206,0.85945,14.43350794,184.9199079,67578.41122,174543,18.44997668,2.399982509,174543,0.003276811762,805.3834517,,174543,4400,34900,-21000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174542,69,14:54:16,29.62344975,70.0939619,0.965458,14.2260381,184.7124381,68237.66427,174542,18.44997668,2.399982509,174542,0.0032438439,805.08179,,174542,4400,34900,-21000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174541,69,14:54:13,24.78451969,61.40254921,0.783418,14.41745079,184.9038508,57090.47082,174541,18.44997668,2.399982509,174541,0.003418376358,805.6750165,,174541,4400,34900,-21000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174540,69,14:54:11,11.85025967,37.17473016,0.629348,14.48526984,184.9716698,27293.92356,174540,18.44997668,2.399982509,174540,0.003282379537,805.7749991,,174540,4400,34900,-21000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174539,69,14:54:08,23.66494444,60.68355556,1.021108,14.23644444,184.7228444,54511.73844,174539,18.44997668,2.399982509,174539,0.004632270788,805.8081032,,174539,4400,34900,-5000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174538,69,14:54:06,15.98883487,41.91896508,0.629348,14.08103492,184.5674349,36827.39658,174538,18.44997668,2.399982509,174538,0.004562445769,805.1685983,,174538,4400,34900,-5000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174537,69,14:54:03,30.53595769,76.27146984,0.857012,14.28853016,184.7749302,70340.70504,174537,18.44997668,2.399982509,174537,0.004681163984,805.868212,,174537,4400,34900,-5000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174536,69,14:54:01,15.30049732,41.91891746,0.558932,14.14108254,184.6274825,35241.51691,174536,18.44997668,2.399982509,174536,0.004809560156,807.2621133,,174536,4400,34900,-5000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174535,69,14:53:58,15.41123879,40.95330476,0.899002,14.34669524,184.8330952,35496.61087,174535,18.44997668,2.399982509,174535,0.004686159967,807.0607073,,174535,4400,34900,-5000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174534,69,14:53:56,17.51058988,47.85659683,0.672818,13.94340317,184.4298032,40332.53249,174534,18.44997668,2.399982509,174534,0.005277759295,807.0663443,,174534,4400,34400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174533,69,14:53:53,7.065950744,25.0130254,0.591538,14.1469746,184.6333746,16272.57749,174533,18.44997668,2.399982509,174533,0.00513422861,806.5821649,,174533,4400,34400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174532,69,14:53:51,16.83857113,45.41879683,0.997042,14.18120317,184.6676032,38784.04909,174532,18.44997668,2.399982509,174532,0.005164086959,806.0747249,,174532,4400,34400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174531,69,14:53:48,11.61797178,33.34817143,0.591538,13.93182857,184.4182286,26758.8088,174531,18.44997668,2.399982509,174531,0.005074326566,806.5997702,,174531,4400,34400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174530,69,14:53:46,5.773451141,20.65365079,0.591538,14.14634921,184.6327492,13294.52778,174530,18.44997668,2.399982509,174530,0.005045669465,806.4205221,,174530,4400,34400,-17000,-5050000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174529,69,14:53:43,38.31341726,84.63032698,1.018418,14.32967302,184.816073,88257.57304,174529,18.44997668,2.399982509,174529,0.004708209589,806.9240301,,174529,4400,35100,7000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174528,69,14:53:41,30.04913829,67.72833968,1.089658,14.09166032,184.5780603,69218.98629,174528,18.44997668,2.399982509,174528,0.004992742594,807.564652,,174528,4400,35100,7000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174527,69,14:53:38,41.13452287,88.09533016,0.952468,14.02466984,184.5110698,94755.10536,174527,18.44997668,2.399982509,174527,0.004863765813,806.8907612,,174527,4400,35100,7000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174526,69,14:53:36,44.10463323,94.58461587,1.023802,14.33538413,184.8217841,101597.7504,174526,18.44997668,2.399982509,174526,0.004801174123,807.1736172,,174526,4400,35100,7000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174525,69,14:53:33,29.45313452,70.39167619,0.98645,14.34832381,184.8347238,67845.79027,174525,18.44997668,2.399982509,174525,0.004840694096,807.4655419,,174525,4400,35100,7000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174524,69,14:53:31,7.218214534,23.68784127,0.523858,14.05215873,184.5385587,16622.13844,174524,18.44997668,2.399982509,174524,0.005295753014,807.4732743,,174524,4400,34900,3000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174523,69,14:53:28,19.25298085,49.96324127,0.69845,14.17675873,184.6631587,44347.61464,174523,18.44997668,2.399982509,174523,0.005247745137,807.7261398,,174523,4400,34900,3000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174522,69,14:53:26,25.73631314,59.6109746,0.88405,13.9890254,184.4754254,59284.44451,174522,18.44997668,2.399982509,174522,0.005441354887,808.1079548,,174522,4400,34900,3000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174521,69,14:53:23,19.62415298,52.64703492,0.965458,14.15296508,184.6393651,45202.22142,174521,18.44997668,2.399982509,174521,0.005053736926,807.6807924,,174521,4400,34900,3000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174520,69,14:53:21,11.67999251,36.32132063,0.67705,14.15867937,184.6450794,26901.90142,174520,18.44997668,2.399982509,174520,0.005196171445,806.9964051,,174520,4400,34900,3000,-5350000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174519,69,14:53:18,19.27577059,50.58465079,0.599378,14.07534921,184.5617492,44400.79078,174519,18.44997668,2.399982509,174519,0.002098546774,807.7024503,,174519,4400,34800,-13000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174518,69,14:53:16,24.6252246,61.04008571,0.694138,13.89991429,184.3863143,56723.4674,174518,18.44997668,2.399982509,174518,0.002236362174,806.8848654,,174518,4400,34800,-13000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174517,69,14:53:13,22.3022754,53.57546984,0.611258,14.14453016,184.6309302,51371.28704,174517,18.44997668,2.399982509,174517,0.002261762085,807.1195237,,174517,4400,34800,-13000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174516,69,14:53:11,33.16022515,75.2819873,0.991738,14.0580127,184.5444127,76385.11676,174516,18.44997668,2.399982509,174516,0.002153137861,807.6902918,,174516,4400,34800,-13000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174515,69,14:53:08,23.47122426,53.57366349,0.689842,14.08633651,184.5727365,54065.75702,174515,18.44997668,2.399982509,174515,0.002255248685,807.6252942,,174515,4400,34800,-13000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174514,69,14:53:06,20.68053065,49.3825619,1.106482,13.9774381,184.4638381,47635.59007,174514,18.44997668,2.399982509,174514,0.005332887488,807.5599149,,174514,4400,35200,19000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174513,69,14:53:03,17.44424072,42.22122857,0.899002,14.01877143,184.5051714,40181.0694,174513,18.44997668,2.399982509,174513,0.005353310619,806.8010089,,174513,4400,35200,19000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174512,69,14:53:01,20.51458591,46.32156508,0.619258,13.91843492,184.4048349,47252.01438,174512,18.44997668,2.399982509,174512,0.005326954945,804.137094,,174512,4400,35200,19000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174511,69,14:52:58,34.36772679,79.02546984,1.089658,14.13453016,184.6209302,79167.33704,174511,18.44997668,2.399982509,174511,0.005145693521,804.250459,,174511,4400,35200,19000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174510,69,14:52:56,23.69380298,51.74154603,1.007698,13.79845397,184.284854,54577.75051,174510,18.44997668,2.399982509,174510,0.005185184193,804.5702378,,174510,4400,35200,19000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174509,69,14:52:53,20.23151305,51.84254603,0.944722,13.91745397,184.403854,46601.66351,174509,18.44997668,2.399982509,174509,0.005260927408,804.4813097,,174509,4400,34800,11000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174508,69,14:52:51,7.875082688,24.26469206,0.560818,13.89530794,184.3817079,18135.16582,174508,18.44997668,2.399982509,174508,0.005515625944,804.5117014,,174508,4400,34800,11000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174507,69,14:52:48,12.52703557,33.17423175,0.579898,13.88576825,184.3721683,28853.18571,174507,18.44997668,2.399982509,174507,0.005599442846,804.499967,,174507,4400,34800,11000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174506,69,14:52:46,33.80043373,80.15633651,1.021108,13.92366349,184.4100635,77860.54298,174506,18.44997668,2.399982509,174506,0.005385913902,804.4104764,,174506,4400,34800,11000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174505,69,14:52:43,18.45738041,43.21103492,0.78805,13.92896508,184.4153651,42515.08342,174505,18.44997668,2.399982509,174505,0.005309157589,804.3089302,,174505,4400,34800,11000,-4750000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174504,69,14:52:41,28.29801161,67.17532063,1.023802,13.80467937,184.2910794,65185.18342,174504,18.44997668,2.399982509,174504,0.006598235008,802.6926077,,174504,4400,34600,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174503,69,14:52:38,28.36431151,73.11160317,0.67705,13.66839683,184.1547968,65334.44211,174503,18.44997668,2.399982509,174503,0.006063455689,802.0708776,,174503,4400,34600,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,174502,69,14:52:36,19.00311161,50.06014286,0.997042,13.93985714,184.4262571,43769.879,174502,18.44997668,2.399982509,174502,0.006423432771,802.46636,,174502,4400,34600,19000,-4150000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
